Monitoring Location Name,Activity Start Date,Characteristic Name,Sample Fraction,Result Value,Result Unit,Detection Condition,Monitoring Location ID,Monitoring Location Latitude,Monitoring Location Longitude,Detection Limit Value1,Detection Limit Unit1
Lincoln Point,02-10-2017,Phosphorus,Total,0.08,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-22-2017,Phosphorus,Total,1.96,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-27-2017,Phosphorus,Total,0.17,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-05-2017,Phosphorus,Total,0.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-23-2017,Phosphorus,Total,0.37,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-27-2017,Phosphorus,Total,0.08,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-30-2017,Phosphorus,Total,0.06,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-08-2017,Phosphorus,Total,0.07,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-19-2017,Phosphorus,Total,0.07,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-21-2017,Phosphorus,Total,0.06,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-25-2017,Phosphorus,Total,0.06,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-06-2017,Phosphorus,Total,0.37,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-17-2017,Phosphorus,Total,8.9,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-21-2017,Phosphorus,Total,1.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,07-25-2017,Phosphorus,Total,8.8,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-15-2017,Phosphorus,Total,0.69,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-24-2017,Phosphorus,Total,0.18,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-05-2017,Phosphorus,Total,1.1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-17-2017,Phosphorus,Total,0.18,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-09-2018,Phosphorus,Total,0.1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-15-2018,Phosphorus,Total,0.03,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-16-2018,Phosphorus,Total,0.01,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-23-2018,Phosphorus,Total,0.03,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-07-2018,Phosphorus,Total,1.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-20-2018,Phosphorus,Total,0.55,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-30-2018,Phosphorus,Total,0.49,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-03-2018,Phosphorus,Total,0.23,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-11-2018,Phosphorus,Total,0.18,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-22-2018,Phosphorus,Total,6.3,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,10-03-2018,Phosphorus,Total,5.3,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,10-10-2018,Phosphorus,Total,0.09,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-30-2018,Phosphorus,Total,0.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-18-2019,Phosphorus,Total,0.04,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-06-2019,Phosphorus,Total,0.11,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-29-2019,Phosphorus,Total,0.04,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-10-2019,Phosphorus,Total,0.57,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-21-2019,Phosphorus,Total,0.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-07-2019,Phosphorus,Total,0.23,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-21-2019,Phosphorus,Total,0.39,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,06-21-2019,Phosphorus,Total,2.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-01-2019,Phosphorus,Total,3.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-09-2019,Phosphorus,Total,1.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-11-2019,Phosphorus,Total,1.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-20-2019,Phosphorus,Total,0.12,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-16-2020,Phosphorus,Total,0.42,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-23-2020,Phosphorus,Total,0.04,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-08-2020,Phosphorus,Total,0.04,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-13-2020,Phosphorus,Total,0.11,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-25-2020,Phosphorus,Total,0.06,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-18-2019,Ortho Phosphorus,Total,0.01,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-06-2019,Ortho Phosphorus,Total,0.02,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-29-2019,Ortho Phosphorus,Total,0.04,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-10-2019,Ortho Phosphorus,Total,0.29,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-21-2019,Ortho Phosphorus,Total,0.1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-07-2019,Ortho Phosphorus,Total,0.08,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-21-2019,Ortho Phosphorus,Total,0.27,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,06-21-2019,Ortho Phosphorus,Total,0.51,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-01-2019,Ortho Phosphorus,Total,2.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-09-2019,Ortho Phosphorus,Total,1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-11-2019,Ortho Phosphorus,Total,1.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-20-2019,Ortho Phosphorus,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,01-16-2020,Ortho Phosphorus,Total,0.11,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-23-2020,Ortho Phosphorus,Total,0.03,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-08-2020,Ortho Phosphorus,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,03-13-2020,Ortho Phosphorus,Total,0.02,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-25-2020,Ortho Phosphorus,Total,0.02,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-10-2017,Nitrogen,Total,1.42,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-22-2017,Nitrogen,Total,24.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-27-2017,Nitrogen,Total,5.31,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-05-2017,Nitrogen,Total,4.83,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-23-2017,Nitrogen,Total,3.06,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-27-2017,Nitrogen,Total,1.35,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-30-2017,Nitrogen,Total,2.46,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-08-2017,Nitrogen,Total,2.11,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-19-2017,Nitrogen,Total,0.95,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-21-2017,Nitrogen,Total,5.03,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-25-2017,Nitrogen,Total,1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-06-2017,Nitrogen,Total,1.5,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-17-2017,Nitrogen,Total,6.9,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-21-2017,Nitrogen,Total,1.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,06-13-2017,Nitrogen,Total,14,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,07-25-2017,Nitrogen,Total,23.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-10-2017,Nitrogen,Total,21.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-15-2017,Nitrogen,Total,1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-24-2017,Nitrogen,Total,1.05,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-05-2017,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,11-17-2017,Nitrogen,Total,0.9,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-09-2018,Nitrogen,Total,1.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-15-2018,Nitrogen,Total,2.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-16-2018,Nitrogen,Total,0.5,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-23-2018,Nitrogen,Total,0.5,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-07-2018,Nitrogen,Total,1.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-20-2018,Nitrogen,Total,0.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-30-2018,Nitrogen,Total,1.3,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-03-2018,Nitrogen,Total,1.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-11-2018,Nitrogen,Total,2.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-22-2018,Nitrogen,Total,34.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,10-03-2018,Nitrogen,Total,12.4,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,10-10-2018,Nitrogen,Total,0.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-30-2018,Nitrogen,Total,0.3,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-18-2019,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,03-06-2019,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,03-29-2019,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,04-10-2019,Nitrogen,Total,2.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,04-21-2019,Nitrogen,Total,1.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-07-2019,Nitrogen,Total,1.3,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,05-21-2019,Nitrogen,Total,1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,06-21-2019,Nitrogen,Total,3.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-01-2019,Nitrogen,Total,9.6,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,08-09-2019,Nitrogen,Total,4.8,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,09-11-2019,Nitrogen,Total,3.7,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,11-20-2019,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,01-16-2020,Nitrogen,Total,1.8,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,01-23-2020,Nitrogen,Total,1.2,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,02-08-2020,Nitrogen,Total,0,mg/l,No detected,108,40.135681,-111.829214,,
Lincoln Point,03-13-2020,Nitrogen,Total,1.1,mg/l,,108,40.135681,-111.829214,,
Lincoln Point,03-25-2020,Nitrogen,Total,0.3,mg/l,,108,40.135681,-111.829214,,
Pelican Point,02-10-2017,Phosphorus,Total,0.09,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-22-2017,Phosphorus,Total,0.18,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-27-2017,Phosphorus,Total,0.05,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-05-2017,Phosphorus,Total,0.21,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-23-2017,Phosphorus,Total,0.11,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-27-2017,Phosphorus,Total,0.16,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-30-2017,Phosphorus,Total,0.06,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-08-2017,Phosphorus,Total,0.14,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-19-2017,Phosphorus,Total,0.06,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-21-2017,Phosphorus,Total,0.14,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-25-2017,Phosphorus,Total,0.05,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-06-2017,Phosphorus,Total,0.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-17-2017,Phosphorus,Total,0.04,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-21-2017,Phosphorus,Total,0.21,mg/l,,104,40.275808,-111.867658,,
Pelican Point,06-20-2017,Phosphorus,Total,1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,09-15-2017,Phosphorus,Total,0.14,mg/l,,104,40.275808,-111.867658,,
Pelican Point,09-24-2017,Phosphorus,Total,0.06,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-05-2017,Phosphorus,Total,0.82,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-17-2017,Phosphorus,Total,0.12,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-09-2018,Phosphorus,Total,0.03,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-15-2018,Phosphorus,Total,6.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-16-2018,Phosphorus,Total,0.67,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-23-2018,Phosphorus,Total,2.5,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-07-2018,Phosphorus,Total,0.55,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-20-2018,Phosphorus,Total,1.8,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-30-2018,Phosphorus,Total,0.3,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-03-2018,Phosphorus,Total,0.02,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-11-2018,Phosphorus,Total,1.4,mg/l,,104,40.275808,-111.867658,,
Pelican Point,08-22-2018,Phosphorus,Total,1.3,mg/l,,104,40.275808,-111.867658,,
Pelican Point,10-10-2018,Phosphorus,Total,0.04,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-30-2018,Phosphorus,Total,0.19,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-18-2019,Phosphorus,Total,0.01,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-29-2019,Phosphorus,Total,0.4,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-10-2019,Phosphorus,Total,0.19,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-07-2019,Phosphorus,Total,0.53,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-21-2019,Phosphorus,Total,0.08,mg/l,,104,40.275808,-111.867658,,
Pelican Point,09-11-2019,Phosphorus,Total,7.8,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-20-2019,Phosphorus,Total,0.62,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-23-2020,Phosphorus,Total,0.43,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-13-2020,Phosphorus,Total,2.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-25-2020,Phosphorus,Total,0.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-18-2019,Ortho Phosphorus,Total,0.02,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-29-2019,Ortho Phosphorus,Total,0.12,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-10-2019,Ortho Phosphorus,Total,0.08,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-07-2019,Ortho Phosphorus,Total,0.23,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-21-2019,Ortho Phosphorus,Total,0.02,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-20-2019,Ortho Phosphorus,Total,0.17,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-23-2020,Ortho Phosphorus,Total,0.07,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-13-2020,Ortho Phosphorus,Total,0.21,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-25-2020,Ortho Phosphorus,Total,0.02,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-10-2017,Nitrogen,Total,0,mg/l,No detected,104,40.275808,-111.867658,,
Pelican Point,02-22-2017,Nitrogen,Total,1.04,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-27-2017,Nitrogen,Total,3.33,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-05-2017,Nitrogen,Total,3.33,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-23-2017,Nitrogen,Total,1.36,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-27-2017,Nitrogen,Total,2.04,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-30-2017,Nitrogen,Total,2.2,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-08-2017,Nitrogen,Total,4.07,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-19-2017,Nitrogen,Total,0.84,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-21-2017,Nitrogen,Total,2.76,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-25-2017,Nitrogen,Total,1.3,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-06-2017,Nitrogen,Total,1.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-17-2017,Nitrogen,Total,1.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-21-2017,Nitrogen,Total,0.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,06-13-2017,Nitrogen,Total,0,mg/l,No detected,104,40.275808,-111.867658,,
Pelican Point,06-20-2017,Nitrogen,Total,9.91,mg/l,,104,40.275808,-111.867658,,
Pelican Point,08-10-2017,Nitrogen,Total,79.2,mg/l,,104,40.275808,-111.867658,,
Pelican Point,09-15-2017,Nitrogen,Total,0.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,09-24-2017,Nitrogen,Total,0.66,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-05-2017,Nitrogen,Total,3.6,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-17-2017,Nitrogen,Total,1.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-09-2018,Nitrogen,Total,0.8,mg/l,,104,40.275808,-111.867658,,
Pelican Point,02-15-2018,Nitrogen,Total,1.6,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-16-2018,Nitrogen,Total,3.6,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-23-2018,Nitrogen,Total,6.3,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-07-2018,Nitrogen,Total,0.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-20-2018,Nitrogen,Total,7.8,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-30-2018,Nitrogen,Total,0.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-03-2018,Nitrogen,Total,0.9,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-11-2018,Nitrogen,Total,2.4,mg/l,,104,40.275808,-111.867658,,
Pelican Point,08-22-2018,Nitrogen,Total,5.7,mg/l,,104,40.275808,-111.867658,,
Pelican Point,10-03-2018,Nitrogen,Total,10.2,mg/l,,104,40.275808,-111.867658,,
Pelican Point,10-10-2018,Nitrogen,Total,0.4,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-30-2018,Nitrogen,Total,0.4,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-18-2019,Nitrogen,Total,0.2,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-29-2019,Nitrogen,Total,3.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,04-10-2019,Nitrogen,Total,1.8,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-07-2019,Nitrogen,Total,1.3,mg/l,,104,40.275808,-111.867658,,
Pelican Point,05-21-2019,Nitrogen,Total,0.5,mg/l,,104,40.275808,-111.867658,,
Pelican Point,11-20-2019,Nitrogen,Total,4.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,01-23-2020,Nitrogen,Total,1.1,mg/l,,104,40.275808,-111.867658,,
Pelican Point,03-13-2020,Nitrogen,Total,0,mg/l,No detected,104,40.275808,-111.867658,,
Pelican Point,03-25-2020,Nitrogen,Total,0.3,mg/l,,104,40.275808,-111.867658,,
Genola,03-05-2017,Phosphorus,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,03-23-2017,Phosphorus,Total,0.28,mg/l,,107,40.036575,-111.852589,,
Genola,03-27-2017,Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,03-30-2017,Phosphorus,Total,0.04,mg/l,,107,40.036575,-111.852589,,
Genola,04-08-2017,Phosphorus,Total,0.28,mg/l,,107,40.036575,-111.852589,,
Genola,04-19-2017,Phosphorus,Total,0.09,mg/l,,107,40.036575,-111.852589,,
Genola,04-21-2017,Phosphorus,Total,0.03,mg/l,,107,40.036575,-111.852589,,
Genola,04-25-2017,Phosphorus,Total,10,mg/l,,107,40.036575,-111.852589,,
Genola,05-06-2017,Phosphorus,Total,2.1,mg/l,,107,40.036575,-111.852589,,
