Monitoring Location Name,Activity Start Date,Characteristic Name,Sample Fraction,Result Value,Result Unit,Detection Condition,Monitoring Location ID,Monitoring Location Latitude,Monitoring Location Longitude,Detection Limit Value1,Detection Limit Unit1
Genola,05-17-2017,Phosphorus,Total,2.6,mg/l,,107,40.036575,-111.852589,,
Genola,05-21-2017,Phosphorus,Total,9.8,mg/l,,107,40.036575,-111.852589,,
Genola,07-17-2017,Phosphorus,Total,7.8,mg/l,,107,40.036575,-111.852589,,
Genola,07-25-2017,Phosphorus,Total,5.3,mg/l,,107,40.036575,-111.852589,,
Genola,08-10-2017,Phosphorus,Total,0.64,mg/l,,107,40.036575,-111.852589,,
Genola,09-15-2017,Phosphorus,Total,0.07,mg/l,,107,40.036575,-111.852589,,
Genola,09-24-2017,Phosphorus,Total,0.07,mg/l,,107,40.036575,-111.852589,,
Genola,11-05-2017,Phosphorus,Total,0.62,mg/l,,107,40.036575,-111.852589,,
Genola,11-17-2017,Phosphorus,Total,0.34,mg/l,,107,40.036575,-111.852589,,
Genola,01-09-2018,Phosphorus,Total,0.06,mg/l,,107,40.036575,-111.852589,,
Genola,02-15-2018,Phosphorus,Total,0.16,mg/l,,107,40.036575,-111.852589,,
Genola,03-16-2018,Phosphorus,Total,0.04,mg/l,,107,40.036575,-111.852589,,
Genola,03-23-2018,Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,04-07-2018,Phosphorus,Total,0.09,mg/l,,107,40.036575,-111.852589,,
Genola,04-20-2018,Phosphorus,Total,0.55,mg/l,,107,40.036575,-111.852589,,
Genola,04-30-2018,Phosphorus,Total,0.91,mg/l,,107,40.036575,-111.852589,,
Genola,05-03-2018,Phosphorus,Total,2.7,mg/l,,107,40.036575,-111.852589,,
Genola,05-11-2018,Phosphorus,Total,1.8,mg/l,,107,40.036575,-111.852589,,
Genola,08-22-2018,Phosphorus,Total,6,mg/l,,107,40.036575,-111.852589,,
Genola,10-03-2018,Phosphorus,Total,0.73,mg/l,,107,40.036575,-111.852589,,
Genola,10-10-2018,Phosphorus,Total,0.07,mg/l,,107,40.036575,-111.852589,,
Genola,11-30-2018,Phosphorus,Total,0.1,mg/l,,107,40.036575,-111.852589,,
Genola,01-18-2019,Phosphorus,Total,0.46,mg/l,,107,40.036575,-111.852589,,
Genola,03-07-2019,Phosphorus,Total,0.24,mg/l,,107,40.036575,-111.852589,,
Genola,03-29-2019,Phosphorus,Total,0.05,mg/l,,107,40.036575,-111.852589,,
Genola,04-10-2019,Phosphorus,Total,0.26,mg/l,,107,40.036575,-111.852589,,
Genola,04-21-2019,Phosphorus,Total,0.06,mg/l,,107,40.036575,-111.852589,,
Genola,05-07-2019,Phosphorus,Total,0.05,mg/l,,107,40.036575,-111.852589,,
Genola,05-21-2019,Phosphorus,Total,0.1,mg/l,,107,40.036575,-111.852589,,
Genola,06-21-2019,Phosphorus,Total,0.39,mg/l,,107,40.036575,-111.852589,,
Genola,08-01-2019,Phosphorus,Total,0.44,mg/l,,107,40.036575,-111.852589,,
Genola,08-09-2019,Phosphorus,Total,1.4,mg/l,,107,40.036575,-111.852589,,
Genola,09-11-2019,Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,11-20-2019,Phosphorus,Total,0.1,mg/l,,107,40.036575,-111.852589,,
Genola,01-23-2020,Phosphorus,Total,0.47,mg/l,,107,40.036575,-111.852589,,
Genola,02-08-2020,Phosphorus,Total,0.04,mg/l,,107,40.036575,-111.852589,,
Genola,03-13-2020,Phosphorus,Total,0.1,mg/l,,107,40.036575,-111.852589,,
Genola,03-25-2020,Phosphorus,Total,0.06,mg/l,,107,40.036575,-111.852589,,
Genola,01-18-2019,Ortho Phosphorus,Total,0.01,mg/l,,107,40.036575,-111.852589,,
Genola,03-07-2019,Ortho Phosphorus,Total,0.07,mg/l,,107,40.036575,-111.852589,,
Genola,03-29-2019,Ortho Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,04-10-2019,Ortho Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,04-21-2019,Ortho Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,05-07-2019,Ortho Phosphorus,Total,0.02,mg/l,,107,40.036575,-111.852589,,
Genola,05-21-2019,Ortho Phosphorus,Total,0.09,mg/l,,107,40.036575,-111.852589,,
Genola,06-21-2019,Ortho Phosphorus,Total,0.08,mg/l,,107,40.036575,-111.852589,,
Genola,08-01-2019,Ortho Phosphorus,Total,0.04,mg/l,,107,40.036575,-111.852589,,
Genola,08-09-2019,Ortho Phosphorus,Total,1.1,mg/l,,107,40.036575,-111.852589,,
Genola,09-11-2019,Ortho Phosphorus,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,11-20-2019,Ortho Phosphorus,Total,0.04,mg/l,,107,40.036575,-111.852589,,
Genola,01-23-2020,Ortho Phosphorus,Total,0.05,mg/l,,107,40.036575,-111.852589,,
Genola,02-08-2020,Ortho Phosphorus,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,03-13-2020,Ortho Phosphorus,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,03-25-2020,Ortho Phosphorus,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,03-05-2017,Nitrogen,Total,2.19,mg/l,,107,40.036575,-111.852589,,
Genola,03-23-2017,Nitrogen,Total,1.89,mg/l,,107,40.036575,-111.852589,,
Genola,03-27-2017,Nitrogen,Total,1.19,mg/l,,107,40.036575,-111.852589,,
Genola,03-30-2017,Nitrogen,Total,1.43,mg/l,,107,40.036575,-111.852589,,
Genola,04-08-2017,Nitrogen,Total,2.37,mg/l,,107,40.036575,-111.852589,,
Genola,04-19-2017,Nitrogen,Total,1.24,mg/l,,107,40.036575,-111.852589,,
Genola,04-21-2017,Nitrogen,Total,1.31,mg/l,,107,40.036575,-111.852589,,
Genola,04-25-2017,Nitrogen,Total,1.6,mg/l,,107,40.036575,-111.852589,,
Genola,05-06-2017,Nitrogen,Total,2.3,mg/l,,107,40.036575,-111.852589,,
Genola,05-17-2017,Nitrogen,Total,7.3,mg/l,,107,40.036575,-111.852589,,
Genola,05-21-2017,Nitrogen,Total,0.9,mg/l,,107,40.036575,-111.852589,,
Genola,07-17-2017,Nitrogen,Total,11.8,mg/l,,107,40.036575,-111.852589,,
Genola,07-25-2017,Nitrogen,Total,3.55,mg/l,,107,40.036575,-111.852589,,
Genola,08-10-2017,Nitrogen,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,09-15-2017,Nitrogen,Total,0.51,mg/l,,107,40.036575,-111.852589,,
Genola,09-24-2017,Nitrogen,Total,1.1,mg/l,,107,40.036575,-111.852589,,
Genola,11-05-2017,Nitrogen,Total,1.8,mg/l,,107,40.036575,-111.852589,,
Genola,11-17-2017,Nitrogen,Total,1.5,mg/l,,107,40.036575,-111.852589,,
Genola,01-09-2018,Nitrogen,Total,1,mg/l,,107,40.036575,-111.852589,,
Genola,02-15-2018,Nitrogen,Total,2.2,mg/l,,107,40.036575,-111.852589,,
Genola,03-16-2018,Nitrogen,Total,0.4,mg/l,,107,40.036575,-111.852589,,
Genola,03-23-2018,Nitrogen,Total,0.4,mg/l,,107,40.036575,-111.852589,,
Genola,04-07-2018,Nitrogen,Total,0.8,mg/l,,107,40.036575,-111.852589,,
Genola,04-20-2018,Nitrogen,Total,1.6,mg/l,,107,40.036575,-111.852589,,
Genola,04-30-2018,Nitrogen,Total,1.1,mg/l,,107,40.036575,-111.852589,,
Genola,05-03-2018,Nitrogen,Total,8.9,mg/l,,107,40.036575,-111.852589,,
Genola,05-11-2018,Nitrogen,Total,1,mg/l,,107,40.036575,-111.852589,,
Genola,08-22-2018,Nitrogen,Total,4.4,mg/l,,107,40.036575,-111.852589,,
Genola,10-03-2018,Nitrogen,Total,1.3,mg/l,,107,40.036575,-111.852589,,
Genola,10-10-2018,Nitrogen,Total,0.5,mg/l,,107,40.036575,-111.852589,,
Genola,11-30-2018,Nitrogen,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,01-18-2019,Nitrogen,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,03-07-2019,Nitrogen,Total,1.1,mg/l,,107,40.036575,-111.852589,,
Genola,03-29-2019,Nitrogen,Total,1,mg/l,,107,40.036575,-111.852589,,
Genola,04-10-2019,Nitrogen,Total,1.5,mg/l,,107,40.036575,-111.852589,,
Genola,05-07-2019,Nitrogen,Total,0.8,mg/l,,107,40.036575,-111.852589,,
Genola,05-21-2019,Nitrogen,Total,0.4,mg/l,,107,40.036575,-111.852589,,
Genola,06-21-2019,Nitrogen,Total,1,mg/l,,107,40.036575,-111.852589,,
Genola,08-01-2019,Nitrogen,Total,0.9,mg/l,,107,40.036575,-111.852589,,
Genola,08-09-2019,Nitrogen,Total,4.1,mg/l,,107,40.036575,-111.852589,,
Genola,09-11-2019,Nitrogen,Total,0,mg/l,No detected,107,40.036575,-111.852589,,
Genola,11-20-2019,Nitrogen,Total,0.6,mg/l,,107,40.036575,-111.852589,,
Genola,01-23-2020,Nitrogen,Total,1.1,mg/l,,107,40.036575,-111.852589,,
Genola,02-08-2020,Nitrogen,Total,0.9,mg/l,,107,40.036575,-111.852589,,
Genola,03-13-2020,Nitrogen,Total,0.5,mg/l,,107,40.036575,-111.852589,,
Genola,03-25-2020,Nitrogen,Total,0.2,mg/l,,107,40.036575,-111.852589,,
Elberta,02-10-2017,Phosphorus,Total,0.09,mg/l,,106,39.948306,-111.956647,,
Elberta,02-22-2017,Phosphorus,Total,0.12,mg/l,,106,39.948306,-111.956647,,
Elberta,02-27-2017,Phosphorus,Total,0.15,mg/l,,106,39.948306,-111.956647,,
Elberta,03-23-2017,Phosphorus,Total,0.48,mg/l,,106,39.948306,-111.956647,,
Elberta,03-27-2017,Phosphorus,Total,0.06,mg/l,,106,39.948306,-111.956647,,
Elberta,03-30-2017,Phosphorus,Total,0.26,mg/l,,106,39.948306,-111.956647,,
Elberta,04-19-2017,Phosphorus,Total,0.32,mg/l,,106,39.948306,-111.956647,,
Elberta,04-21-2017,Phosphorus,Total,0.07,mg/l,,106,39.948306,-111.956647,,
Elberta,05-06-2017,Phosphorus,Total,0.64,mg/l,,106,39.948306,-111.956647,,
Elberta,05-17-2017,Phosphorus,Total,0.52,mg/l,,106,39.948306,-111.956647,,
Elberta,05-21-2017,Phosphorus,Total,0.18,mg/l,,106,39.948306,-111.956647,,
Elberta,06-13-2017,Phosphorus,Total,1.2,mg/l,,106,39.948306,-111.956647,,
Elberta,07-17-2017,Phosphorus,Total,0.79,mg/l,,106,39.948306,-111.956647,,
Elberta,07-25-2017,Phosphorus,Total,0.56,mg/l,,106,39.948306,-111.956647,,
Elberta,08-10-2017,Phosphorus,Total,0.66,mg/l,,106,39.948306,-111.956647,,
Elberta,09-15-2017,Phosphorus,Total,0.12,mg/l,,106,39.948306,-111.956647,,
Elberta,09-24-2017,Phosphorus,Total,0.11,mg/l,,106,39.948306,-111.956647,,
Elberta,11-05-2017,Phosphorus,Total,0.99,mg/l,,106,39.948306,-111.956647,,
Elberta,11-17-2017,Phosphorus,Total,1.8,mg/l,,106,39.948306,-111.956647,,
Elberta,01-09-2018,Phosphorus,Total,0.14,mg/l,,106,39.948306,-111.956647,,
Elberta,02-15-2018,Phosphorus,Total,0.27,mg/l,,106,39.948306,-111.956647,,
Elberta,03-16-2018,Phosphorus,Total,1.3,mg/l,,106,39.948306,-111.956647,,
Elberta,03-23-2018,Phosphorus,Total,0.05,mg/l,,106,39.948306,-111.956647,,
Elberta,04-07-2018,Phosphorus,Total,0.14,mg/l,,106,39.948306,-111.956647,,
Elberta,05-03-2018,Phosphorus,Total,0.8,mg/l,,106,39.948306,-111.956647,,
Elberta,05-11-2018,Phosphorus,Total,0.38,mg/l,,106,39.948306,-111.956647,,
Elberta,08-22-2018,Phosphorus,Total,0.08,mg/l,,106,39.948306,-111.956647,,
Elberta,10-03-2018,Phosphorus,Total,0.95,mg/l,,106,39.948306,-111.956647,,
Elberta,10-10-2018,Phosphorus,Total,0.06,mg/l,,106,39.948306,-111.956647,,
Elberta,11-30-2018,Phosphorus,Total,0.17,mg/l,,106,39.948306,-111.956647,,
Elberta,01-18-2019,Phosphorus,Total,0.66,mg/l,,106,39.948306,-111.956647,,
Elberta,03-06-2019,Phosphorus,Total,0.13,mg/l,,106,39.948306,-111.956647,,
Elberta,03-29-2019,Phosphorus,Total,0.23,mg/l,,106,39.948306,-111.956647,,
Elberta,04-10-2019,Phosphorus,Total,0.3,mg/l,,106,39.948306,-111.956647,,
Elberta,04-21-2019,Phosphorus,Total,0.09,mg/l,,106,39.948306,-111.956647,,
Elberta,05-07-2019,Phosphorus,Total,0.26,mg/l,,106,39.948306,-111.956647,,
Elberta,05-21-2019,Phosphorus,Total,0.58,mg/l,,106,39.948306,-111.956647,,
Elberta,06-21-2019,Phosphorus,Total,0.63,mg/l,,106,39.948306,-111.956647,,
Elberta,08-01-2019,Phosphorus,Total,0.26,mg/l,,106,39.948306,-111.956647,,
Elberta,08-09-2019,Phosphorus,Total,0.12,mg/l,,106,39.948306,-111.956647,,
Elberta,09-11-2019,Phosphorus,Total,0.14,mg/l,,106,39.948306,-111.956647,,
Elberta,11-20-2019,Phosphorus,Total,0.25,mg/l,,106,39.948306,-111.956647,,
Elberta,03-13-2020,Phosphorus,Total,0.15,mg/l,,106,39.948306,-111.956647,,
Elberta,03-25-2020,Phosphorus,Total,0.84,mg/l,,106,39.948306,-111.956647,,
Elberta,01-18-2019,Ortho Phosphorus,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,03-06-2019,Ortho Phosphorus,Total,0.04,mg/l,,106,39.948306,-111.956647,,
Elberta,03-29-2019,Ortho Phosphorus,Total,0.18,mg/l,,106,39.948306,-111.956647,,
Elberta,04-10-2019,Ortho Phosphorus,Total,0.16,mg/l,,106,39.948306,-111.956647,,
Elberta,04-21-2019,Ortho Phosphorus,Total,0.01,mg/l,,106,39.948306,-111.956647,,
Elberta,05-07-2019,Ortho Phosphorus,Total,0.13,mg/l,,106,39.948306,-111.956647,,
Elberta,05-21-2019,Ortho Phosphorus,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,06-21-2019,Ortho Phosphorus,Total,0.28,mg/l,,106,39.948306,-111.956647,,
Elberta,08-01-2019,Ortho Phosphorus,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,08-09-2019,Ortho Phosphorus,Total,0.03,mg/l,,106,39.948306,-111.956647,,
Elberta,09-11-2019,Ortho Phosphorus,Total,0.08,mg/l,,106,39.948306,-111.956647,,
Elberta,11-20-2019,Ortho Phosphorus,Total,0.2,mg/l,,106,39.948306,-111.956647,,
Elberta,03-13-2020,Ortho Phosphorus,Total,0.06,mg/l,,106,39.948306,-111.956647,,
Elberta,03-25-2020,Ortho Phosphorus,Total,0.81,mg/l,,106,39.948306,-111.956647,,
Elberta,02-10-2017,Nitrogen,Total,0.5,mg/l,,106,39.948306,-111.956647,,
Elberta,02-22-2017,Nitrogen,Total,0.95,mg/l,,106,39.948306,-111.956647,,
Elberta,02-27-2017,Nitrogen,Total,6.26,mg/l,,106,39.948306,-111.956647,,
Elberta,03-23-2017,Nitrogen,Total,3.33,mg/l,,106,39.948306,-111.956647,,
Elberta,03-27-2017,Nitrogen,Total,1.12,mg/l,,106,39.948306,-111.956647,,
Elberta,03-30-2017,Nitrogen,Total,1.79,mg/l,,106,39.948306,-111.956647,,
Elberta,04-19-2017,Nitrogen,Total,1.21,mg/l,,106,39.948306,-111.956647,,
Elberta,04-21-2017,Nitrogen,Total,1.3,mg/l,,106,39.948306,-111.956647,,
Elberta,05-06-2017,Nitrogen,Total,2.1,mg/l,,106,39.948306,-111.956647,,
Elberta,05-17-2017,Nitrogen,Total,1.7,mg/l,,106,39.948306,-111.956647,,
Elberta,05-21-2017,Nitrogen,Total,1.8,mg/l,,106,39.948306,-111.956647,,
Elberta,06-13-2017,Nitrogen,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,07-17-2017,Nitrogen,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,07-25-2017,Nitrogen,Total,2.81,mg/l,,106,39.948306,-111.956647,,
Elberta,08-10-2017,Nitrogen,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,09-15-2017,Nitrogen,Total,0.94,mg/l,,106,39.948306,-111.956647,,
Elberta,09-24-2017,Nitrogen,Total,1.25,mg/l,,106,39.948306,-111.956647,,
Elberta,11-05-2017,Nitrogen,Total,0.43,mg/l,,106,39.948306,-111.956647,,
Elberta,11-17-2017,Nitrogen,Total,6.9,mg/l,,106,39.948306,-111.956647,,
Elberta,01-09-2018,Nitrogen,Total,1.8,mg/l,,106,39.948306,-111.956647,,
Elberta,02-15-2018,Nitrogen,Total,2,mg/l,,106,39.948306,-111.956647,,
Elberta,03-16-2018,Nitrogen,Total,8.5,mg/l,,106,39.948306,-111.956647,,
Elberta,03-23-2018,Nitrogen,Total,1.2,mg/l,,106,39.948306,-111.956647,,
Elberta,04-07-2018,Nitrogen,Total,1.2,mg/l,,106,39.948306,-111.956647,,
Elberta,05-03-2018,Nitrogen,Total,2.7,mg/l,,106,39.948306,-111.956647,,
Elberta,05-11-2018,Nitrogen,Total,1.4,mg/l,,106,39.948306,-111.956647,,
Elberta,08-22-2018,Nitrogen,Total,1.3,mg/l,,106,39.948306,-111.956647,,
Elberta,10-03-2018,Nitrogen,Total,2.2,mg/l,,106,39.948306,-111.956647,,
Elberta,10-10-2018,Nitrogen,Total,0.7,mg/l,,106,39.948306,-111.956647,,
Elberta,11-30-2018,Nitrogen,Total,0.6,mg/l,,106,39.948306,-111.956647,,
Elberta,01-18-2019,Nitrogen,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,03-06-2019,Nitrogen,Total,1.5,mg/l,,106,39.948306,-111.956647,,
Elberta,03-29-2019,Nitrogen,Total,1.1,mg/l,,106,39.948306,-111.956647,,
Elberta,04-10-2019,Nitrogen,Total,1.7,mg/l,,106,39.948306,-111.956647,,
Elberta,05-07-2019,Nitrogen,Total,0.5,mg/l,,106,39.948306,-111.956647,,
Elberta,05-21-2019,Nitrogen,Total,0,mg/l,No detected,106,39.948306,-111.956647,,
Elberta,06-21-2019,Nitrogen,Total,3,mg/l,,106,39.948306,-111.956647,,
Elberta,08-01-2019,Nitrogen,Total,0.3,mg/l,,106,39.948306,-111.956647,,
Elberta,08-09-2019,Nitrogen,Total,4.1,mg/l,,106,39.948306,-111.956647,,
Elberta,09-11-2019,Nitrogen,Total,0.3,mg/l,,106,39.948306,-111.956647,,
Elberta,11-20-2019,Nitrogen,Total,0.9,mg/l,,106,39.948306,-111.956647,,
Elberta,03-13-2020,Nitrogen,Total,1.8,mg/l,,106,39.948306,-111.956647,,
Elberta,03-25-2020,Nitrogen,Total,2,mg/l,,106,39.948306,-111.956647,,
Mosida,02-10-2017,Phosphorus,Total,0.1,mg/l,,105,40.077367,-111.926769,,
Mosida,02-22-2017,Phosphorus,Total,0.07,mg/l,,105,40.077367,-111.926769,,
Mosida,02-27-2017,Phosphorus,Total,0.09,mg/l,,105,40.077367,-111.926769,,
Mosida,03-05-2017,Phosphorus,Total,0.13,mg/l,,105,40.077367,-111.926769,,
Mosida,03-23-2017,Phosphorus,Total,0.21,mg/l,,105,40.077367,-111.926769,,
Mosida,03-27-2017,Phosphorus,Total,0.15,mg/l,,105,40.077367,-111.926769,,
Mosida,03-30-2017,Phosphorus,Total,0.16,mg/l,,105,40.077367,-111.926769,,
Mosida,04-08-2017,Phosphorus,Total,1.66,mg/l,,105,40.077367,-111.926769,,
Mosida,04-19-2017,Phosphorus,Total,0.2,mg/l,,105,40.077367,-111.926769,,
Mosida,04-21-2017,Phosphorus,Total,0.1,mg/l,,105,40.077367,-111.926769,,
Mosida,04-25-2017,Phosphorus,Total,0.9,mg/l,,105,40.077367,-111.926769,,
Mosida,05-06-2017,Phosphorus,Total,4,mg/l,,105,40.077367,-111.926769,,
Mosida,05-17-2017,Phosphorus,Total,0.42,mg/l,,105,40.077367,-111.926769,,
Mosida,05-21-2017,Phosphorus,Total,2.6,mg/l,,105,40.077367,-111.926769,,
Mosida,07-25-2017,Phosphorus,Total,4.6,mg/l,,105,40.077367,-111.926769,,
Mosida,09-15-2017,Phosphorus,Total,0.55,mg/l,,105,40.077367,-111.926769,,
Mosida,09-24-2017,Phosphorus,Total,0.75,mg/l,,105,40.077367,-111.926769,,
Mosida,11-17-2017,Phosphorus,Total,0.86,mg/l,,105,40.077367,-111.926769,,
Mosida,01-09-2018,Phosphorus,Total,1.5,mg/l,,105,40.077367,-111.926769,,
Mosida,03-16-2018,Phosphorus,Total,0.16,mg/l,,105,40.077367,-111.926769,,
Mosida,04-07-2018,Phosphorus,Total,0.21,mg/l,,105,40.077367,-111.926769,,
Mosida,04-30-2018,Phosphorus,Total,0.45,mg/l,,105,40.077367,-111.926769,,
Mosida,05-03-2018,Phosphorus,Total,0.1,mg/l,,105,40.077367,-111.926769,,
Mosida,05-11-2018,Phosphorus,Total,0.04,mg/l,,105,40.077367,-111.926769,,
Mosida,08-22-2018,Phosphorus,Total,4.9,mg/l,,105,40.077367,-111.926769,,
Mosida,10-10-2018,Phosphorus,Total,0.58,mg/l,,105,40.077367,-111.926769,,
Mosida,03-07-2019,Phosphorus,Total,0.38,mg/l,,105,40.077367,-111.926769,,
Mosida,03-29-2019,Phosphorus,Total,0.04,mg/l,,105,40.077367,-111.926769,,
Mosida,04-10-2019,Phosphorus,Total,1.8,mg/l,,105,40.077367,-111.926769,,
Mosida,05-07-2019,Phosphorus,Total,0.77,mg/l,,105,40.077367,-111.926769,,
Mosida,05-21-2019,Phosphorus,Total,0.05,mg/l,,105,40.077367,-111.926769,,
Mosida,06-21-2019,Phosphorus,Total,3.1,mg/l,,105,40.077367,-111.926769,,
Mosida,08-01-2019,Phosphorus,Total,2,mg/l,,105,40.077367,-111.926769,,
Mosida,08-09-2019,Phosphorus,Total,2.5,mg/l,,105,40.077367,-111.926769,,
Mosida,09-11-2019,Phosphorus,Total,1.3,mg/l,,105,40.077367,-111.926769,,
Mosida,01-23-2020,Phosphorus,Total,0.13,mg/l,,105,40.077367,-111.926769,,
Mosida,02-08-2020,Phosphorus,Total,0.05,mg/l,,105,40.077367,-111.926769,,
Mosida,03-25-2020,Phosphorus,Total,0.4,mg/l,,105,40.077367,-111.926769,,
Mosida,03-07-2019,Ortho Phosphorus,Total,0.32,mg/l,,105,40.077367,-111.926769,,
