Monitoring Location Name,Activity Start Date,Characteristic Name,Sample Fraction,Result Value,Result Unit,Detection Condition,Monitoring Location ID,Monitoring Location Latitude,Monitoring Location Longitude,Detection Limit Value1,Detection Limit Unit1
Orem,05-03-2018,Nitrogen,Total,1.4,mg/l,,102,40.276142,-111.737219,,
Orem,05-11-2018,Nitrogen,Total,1.6,mg/l,,102,40.276142,-111.737219,,
Orem,08-22-2018,Nitrogen,Total,2.5,mg/l,,102,40.276142,-111.737219,,
Orem,10-03-2018,Nitrogen,Total,2.1,mg/l,,102,40.276142,-111.737219,,
Orem,10-10-2018,Nitrogen,Total,0.7,mg/l,,102,40.276142,-111.737219,,
Orem,11-30-2018,Nitrogen,Total,0.8,mg/l,,102,40.276142,-111.737219,,
Orem,01-18-2019,Nitrogen,Total,0,mg/l,No detected,102,40.276142,-111.737219,,
Orem,03-06-2019,Nitrogen,Total,0.6,mg/l,,102,40.276142,-111.737219,,
Orem,03-29-2019,Nitrogen,Total,1.5,mg/l,,102,40.276142,-111.737219,,
Orem,04-21-2019,Nitrogen,Total,0.5,mg/l,,102,40.276142,-111.737219,,
Orem,05-07-2019,Nitrogen,Total,1.3,mg/l,,102,40.276142,-111.737219,,
Orem,05-21-2019,Nitrogen,Total,1,mg/l,,102,40.276142,-111.737219,,
Orem,06-21-2019,Nitrogen,Total,0.9,mg/l,,102,40.276142,-111.737219,,
Orem,08-01-2019,Nitrogen,Total,4.1,mg/l,,102,40.276142,-111.737219,,
Orem,09-11-2019,Nitrogen,Total,2.1,mg/l,,102,40.276142,-111.737219,,
Orem,11-20-2019,Nitrogen,Total,1.6,mg/l,,102,40.276142,-111.737219,,
Orem,01-16-2020,Nitrogen,Total,1.1,mg/l,,102,40.276142,-111.737219,,
Orem,01-23-2020,Nitrogen,Total,2.7,mg/l,,102,40.276142,-111.737219,,
Orem,03-13-2020,Nitrogen,Total,1.2,mg/l,,102,40.276142,-111.737219,,
Orem,03-25-2020,Nitrogen,Total,0.4,mg/l,,102,40.276142,-111.737219,,
Spanish Fork,02-11-2017,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-17-2017,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,02-22-2017,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,02-23-2017,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,02-24-2017,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-27-2017,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-05-2017,Phosphorus,Total,0.08,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-23-2017,Phosphorus,Total,0.34,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-27-2017,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-30-2017,Phosphorus,Total,0.08,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-08-2017,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-19-2017,Phosphorus,Total,0.09,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-25-2017,Phosphorus,Total,0.07,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-17-2017,Phosphorus,Total,0.08,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-21-2017,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,06-13-2017,Phosphorus,Total,2.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,07-20-2017,Phosphorus,Total,0.22,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,07-25-2017,Phosphorus,Total,0.24,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-10-2017,Phosphorus,Total,0.11,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,09-15-2017,Phosphorus,Total,0.05,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-17-2017,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-09-2018,Phosphorus,Total,0.24,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-15-2018,Phosphorus,Total,0.06,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-19-2018,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-16-2018,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-23-2018,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,04-07-2018,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-20-2018,Phosphorus,Total,0.53,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-30-2018,Phosphorus,Total,0.05,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-03-2018,Phosphorus,Total,0.31,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-21-2018,Phosphorus,Total,0.13,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-22-2018,Phosphorus,Total,0.69,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,10-03-2018,Phosphorus,Total,0.4,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,10-10-2018,Phosphorus,Total,0.06,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-30-2018,Phosphorus,Total,0.23,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-18-2019,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-02-2019,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-29-2019,Phosphorus,Total,0.07,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-10-2019,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-21-2019,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,05-07-2019,Phosphorus,Total,0.46,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-21-2019,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-01-2019,Phosphorus,Total,0.08,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-09-2019,Phosphorus,Total,0.22,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-28-2019,Phosphorus,Total,2.3,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-20-2019,Phosphorus,Total,0.06,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-16-2020,Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-23-2020,Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-13-2020,Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,03-25-2020,Phosphorus,Total,0.04,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-18-2019,Ortho Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,03-02-2019,Ortho Phosphorus,Total,0.02,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-10-2019,Ortho Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-07-2019,Ortho Phosphorus,Total,0.34,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-01-2019,Ortho Phosphorus,Total,0.04,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-09-2019,Ortho Phosphorus,Total,0.1,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-20-2019,Ortho Phosphorus,Total,0.01,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-16-2020,Ortho Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,01-23-2020,Ortho Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,03-13-2020,Ortho Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,03-25-2020,Ortho Phosphorus,Total,0,mg/l,No detected,109,40.080231,-111.604139,,
Spanish Fork,02-11-2017,Nitrogen,Total,2.04,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-17-2017,Nitrogen,Total,1.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-22-2017,Nitrogen,Total,1.23,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-23-2017,Nitrogen,Total,1.17,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-24-2017,Nitrogen,Total,1.36,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-27-2017,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-05-2017,Nitrogen,Total,1.18,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-23-2017,Nitrogen,Total,1.36,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-27-2017,Nitrogen,Total,1.3,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-30-2017,Nitrogen,Total,2.28,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-08-2017,Nitrogen,Total,1.35,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-19-2017,Nitrogen,Total,1.14,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-25-2017,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-17-2017,Nitrogen,Total,2.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-21-2017,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,06-13-2017,Nitrogen,Total,3.34,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,07-20-2017,Nitrogen,Total,0.78,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,07-25-2017,Nitrogen,Total,3.31,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-10-2017,Nitrogen,Total,1.41,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,09-15-2017,Nitrogen,Total,0.9,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-17-2017,Nitrogen,Total,0.6,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-09-2018,Nitrogen,Total,2,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-15-2018,Nitrogen,Total,1.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,02-19-2018,Nitrogen,Total,0.6,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-16-2018,Nitrogen,Total,0.5,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-23-2018,Nitrogen,Total,0.5,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-07-2018,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-20-2018,Nitrogen,Total,1.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-30-2018,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-03-2018,Nitrogen,Total,1.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-21-2018,Nitrogen,Total,3.5,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-22-2018,Nitrogen,Total,5.2,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,10-03-2018,Nitrogen,Total,1.1,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,10-10-2018,Nitrogen,Total,0.6,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-30-2018,Nitrogen,Total,0.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-18-2019,Nitrogen,Total,0.2,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-02-2019,Nitrogen,Total,0.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-29-2019,Nitrogen,Total,0.2,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-10-2019,Nitrogen,Total,0.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,04-21-2019,Nitrogen,Total,1.1,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-07-2019,Nitrogen,Total,1.3,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,05-21-2019,Nitrogen,Total,0.5,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-01-2019,Nitrogen,Total,0.9,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-09-2019,Nitrogen,Total,1.8,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,08-28-2019,Nitrogen,Total,6.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,11-20-2019,Nitrogen,Total,2.3,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-16-2020,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,01-23-2020,Nitrogen,Total,1.1,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-13-2020,Nitrogen,Total,0.7,mg/l,,109,40.080231,-111.604139,,
Spanish Fork,03-25-2020,Nitrogen,Total,0.5,mg/l,,109,40.080231,-111.604139,,
BYU,10-31-2016,Phosphorus,Total,0.03,mg/l,,101,40.244067,-111.650689,,
BYU,11-21-2016,Phosphorus,Total,0.04,mg/l,,101,40.244067,-111.650689,,
BYU,11-29-2016,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,12-01-2016,Phosphorus,Total,0.21,mg/l,,101,40.244067,-111.650689,,
BYU,12-10-2016,Phosphorus,Total,0.15,mg/l,,101,40.244067,-111.650689,,
BYU,12-12-2016,Phosphorus,Total,0.06,mg/l,,101,40.244067,-111.650689,,
BYU,12-16-2016,Phosphorus,Total,0.13,mg/l,,101,40.244067,-111.650689,,
BYU,01-03-2017,Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,01-08-2017,Phosphorus,Total,0.28,mg/l,,101,40.244067,-111.650689,,
BYU,01-19-2017,Phosphorus,Total,0.21,mg/l,,101,40.244067,-111.650689,,
BYU,01-21-2017,Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,02-07-2017,Phosphorus,Total,0.07,mg/l,,101,40.244067,-111.650689,,
BYU,02-10-2017,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,02-18-2017,Phosphorus,Total,0.09,mg/l,,101,40.244067,-111.650689,,
BYU,02-19-2017,Phosphorus,Total,0.05,mg/l,,101,40.244067,-111.650689,,
BYU,02-23-2017,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,02-27-2017,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,03-05-2017,Phosphorus,Total,0.14,mg/l,,101,40.244067,-111.650689,,
BYU,03-23-2017,Phosphorus,Total,0.06,mg/l,,101,40.244067,-111.650689,,
BYU,03-27-2017,Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,03-30-2017,Phosphorus,Total,0.04,mg/l,,101,40.244067,-111.650689,,
BYU,04-08-2017,Phosphorus,Total,0.14,mg/l,,101,40.244067,-111.650689,,
BYU,04-19-2017,Phosphorus,Total,0.23,mg/l,,101,40.244067,-111.650689,,
BYU,04-25-2017,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,06-13-2017,Phosphorus,Total,0.34,mg/l,,101,40.244067,-111.650689,,
BYU,08-10-2017,Phosphorus,Total,0.15,mg/l,,101,40.244067,-111.650689,,
BYU,09-15-2017,Phosphorus,Total,0.13,mg/l,,101,40.244067,-111.650689,,
BYU,11-05-2017,Phosphorus,Total,0.29,mg/l,,101,40.244067,-111.650689,,
BYU,11-17-2017,Phosphorus,Total,0.1,mg/l,,101,40.244067,-111.650689,,
BYU,01-09-2018,Phosphorus,Total,0.11,mg/l,,101,40.244067,-111.650689,,
BYU,02-15-2018,Phosphorus,Total,0.14,mg/l,,101,40.244067,-111.650689,,
BYU,03-16-2018,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,04-07-2018,Phosphorus,Total,0.18,mg/l,,101,40.244067,-111.650689,,
BYU,04-30-2018,Phosphorus,Total,0.03,mg/l,,101,40.244067,-111.650689,,
BYU,05-11-2018,Phosphorus,Total,0.05,mg/l,,101,40.244067,-111.650689,,
BYU,08-22-2018,Phosphorus,Total,0.21,mg/l,,101,40.244067,-111.650689,,
BYU,10-03-2018,Phosphorus,Total,0.11,mg/l,,101,40.244067,-111.650689,,
BYU,10-10-2018,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,11-30-2018,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,01-18-2019,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,03-06-2019,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,03-29-2019,Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,04-21-2019,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,05-21-2019,Phosphorus,Total,0.05,mg/l,,101,40.244067,-111.650689,,
BYU,08-09-2019,Phosphorus,Total,0.1,mg/l,,101,40.244067,-111.650689,,
BYU,09-11-2019,Phosphorus,Total,0.05,mg/l,,101,40.244067,-111.650689,,
BYU,11-20-2019,Phosphorus,Total,0.04,mg/l,,101,40.244067,-111.650689,,
BYU,01-23-2020,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,03-13-2020,Phosphorus,Total,0.01,mg/l,,101,40.244067,-111.650689,,
BYU,03-25-2020,Phosphorus,Total,0.02,mg/l,,101,40.244067,-111.650689,,
BYU,01-18-2019,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,03-06-2019,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,09-11-2019,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,11-20-2019,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,01-23-2020,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,03-13-2020,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,03-25-2020,Ortho Phosphorus,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,12-12-2016,Nitrogen,Total,0.82,mg/l,,101,40.244067,-111.650689,,
BYU,12-16-2016,Nitrogen,Total,0.43,mg/l,,101,40.244067,-111.650689,,
BYU,01-03-2017,Nitrogen,Total,0.72,mg/l,,101,40.244067,-111.650689,,
BYU,01-08-2017,Nitrogen,Total,9.59,mg/l,,101,40.244067,-111.650689,,
BYU,01-19-2017,Nitrogen,Total,1.51,mg/l,,101,40.244067,-111.650689,,
BYU,01-21-2017,Nitrogen,Total,1.24,mg/l,,101,40.244067,-111.650689,,
BYU,02-07-2017,Nitrogen,Total,1.91,mg/l,,101,40.244067,-111.650689,,
BYU,02-10-2017,Nitrogen,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,02-18-2017,Nitrogen,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,02-19-2017,Nitrogen,Total,1.65,mg/l,,101,40.244067,-111.650689,,
BYU,02-23-2017,Nitrogen,Total,1.04,mg/l,,101,40.244067,-111.650689,,
BYU,02-27-2017,Nitrogen,Total,0.88,mg/l,,101,40.244067,-111.650689,,
BYU,03-05-2017,Nitrogen,Total,1.87,mg/l,,101,40.244067,-111.650689,,
BYU,03-23-2017,Nitrogen,Total,3.06,mg/l,,101,40.244067,-111.650689,,
BYU,03-27-2017,Nitrogen,Total,1.25,mg/l,,101,40.244067,-111.650689,,
BYU,03-30-2017,Nitrogen,Total,2.27,mg/l,,101,40.244067,-111.650689,,
BYU,04-08-2017,Nitrogen,Total,2.81,mg/l,,101,40.244067,-111.650689,,
BYU,04-19-2017,Nitrogen,Total,3.22,mg/l,,101,40.244067,-111.650689,,
BYU,04-25-2017,Nitrogen,Total,0.8,mg/l,,101,40.244067,-111.650689,,
BYU,06-13-2017,Nitrogen,Total,2.03,mg/l,,101,40.244067,-111.650689,,
BYU,08-10-2017,Nitrogen,Total,2.88,mg/l,,101,40.244067,-111.650689,,
BYU,09-15-2017,Nitrogen,Total,0.91,mg/l,,101,40.244067,-111.650689,,
BYU,11-05-2017,Nitrogen,Total,6.3,mg/l,,101,40.244067,-111.650689,,
BYU,11-17-2017,Nitrogen,Total,1.8,mg/l,,101,40.244067,-111.650689,,
BYU,01-09-2018,Nitrogen,Total,5.6,mg/l,,101,40.244067,-111.650689,,
BYU,02-15-2018,Nitrogen,Total,3.1,mg/l,,101,40.244067,-111.650689,,
BYU,03-16-2018,Nitrogen,Total,1.3,mg/l,,101,40.244067,-111.650689,,
BYU,04-07-2018,Nitrogen,Total,2.7,mg/l,,101,40.244067,-111.650689,,
BYU,04-30-2018,Nitrogen,Total,0.6,mg/l,,101,40.244067,-111.650689,,
BYU,05-11-2018,Nitrogen,Total,2.1,mg/l,,101,40.244067,-111.650689,,
BYU,08-22-2018,Nitrogen,Total,5.8,mg/l,,101,40.244067,-111.650689,,
BYU,10-03-2018,Nitrogen,Total,1.8,mg/l,,101,40.244067,-111.650689,,
BYU,10-10-2018,Nitrogen,Total,0.6,mg/l,,101,40.244067,-111.650689,,
BYU,11-30-2018,Nitrogen,Total,0.5,mg/l,,101,40.244067,-111.650689,,
BYU,01-18-2019,Nitrogen,Total,0,mg/l,No detected,101,40.244067,-111.650689,,
BYU,03-06-2019,Nitrogen,Total,0.8,mg/l,,101,40.244067,-111.650689,,
BYU,03-29-2019,Nitrogen,Total,1.4,mg/l,,101,40.244067,-111.650689,,
BYU,04-21-2019,Nitrogen,Total,1.9,mg/l,,101,40.244067,-111.650689,,
BYU,05-21-2019,Nitrogen,Total,1.4,mg/l,,101,40.244067,-111.650689,,
BYU,08-09-2019,Nitrogen,Total,2,mg/l,,101,40.244067,-111.650689,,
BYU,09-11-2019,Nitrogen,Total,1.6,mg/l,,101,40.244067,-111.650689,,
BYU,11-20-2019,Nitrogen,Total,5.1,mg/l,,101,40.244067,-111.650689,,
BYU,01-23-2020,Nitrogen,Total,1.2,mg/l,,101,40.244067,-111.650689,,
BYU,03-13-2020,Nitrogen,Total,2.2,mg/l,,101,40.244067,-111.650689,,
BYU,03-25-2020,Nitrogen,Total,0.4,mg/l,,101,40.244067,-111.650689,,
BYU,10-31-2016,Precipitation,,0.36,inches,,101,40.244067,-111.650689,,
BYU,11-21-2016,Precipitation,,0.33,inches,,101,40.244067,-111.650689,,
BYU,11-29-2016,Precipitation,,0.16,inches,,101,40.244067,-111.650689,,
BYU,12-01-2016,Precipitation,,0.02,inches,,101,40.244067,-111.650689,,
BYU,12-10-2016,Precipitation,,0.03,inches,,101,40.244067,-111.650689,,
BYU,12-12-2016,Precipitation,,0,inches,,101,40.244067,-111.650689,,
BYU,12-16-2016,Precipitation,,0.36,inches,,101,40.244067,-111.650689,,
